"PC","Eigenvalue","PropVar","CumPropVar"
"PC1",7011.1148510236,0.965534220566882,0.965534220566882
"PC2",201.992366322613,0.027817336632175,0.993351557199057
"PC3",42.1126507553388,0.00579953492234192,0.999151092121399
"PC4",6.1642461841632,0.000848907878600712,1
